AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
14263,15985,Manjunath B,32,1,A1
14264,15985,Deepa Setty,40,2,A2
14265,15986,Madhu Kamath,21,1,A1
14266,15986,Vishnu A,22,1,A2
14267,15988,Ayesha Kamath,54,2,A1
14268,15988,Deepak Angadi,24,1,A2
14269,15989,Venkatesh Banakar,39,1,A1
14270,15989,Girish Chitapur,46,1,A2
14271,15991,Rohit S,47,1,A1
14272,15991,Venkatesh Hiremath,33,1,A2
14273,15992,Ganesh Devaraj,35,1,A1
14274,15992,Girish Acharya,53,1,A2
14275,15993,Nagaraj S,52,1,A1
14276,15995,Venkatesh Banakar,42,1,A1
14277,15998,Thomas Desai,55,1,A1
14278,15999,Raghavendra Kumar,51,1,A1
14279,16000,S Bhatkal,53,1,A1
14280,16001,Rohit Kumar,23,1,A1
14281,16003,Anil Hegde,37,1,A1
14282,16004,Naveen Desai S,46,1,A1
14283,16005,Prasad Prasad,41,1,A1
14284,16006,Shivakumar Reddy,21,1,A1
14285,16009,Ashok Biradar V,44,1,A1
14286,16009,Sandeep Devaraj,47,1,A2
14287,16011,Manasa Gowda,49,2,A1
14288,16013,Gopal Swamy,35,1,A1
14289,16013,Girish Joida,27,1,A2
14290,16014,Arun Desai,39,1,A1
14291,16015,Ashok Naik,32,1,A1
14292,16015,Prakash Banakar,20,1,A2
14293,16018,Mahesh Reddy D,24,1,A1
14294,16019,Chandru Kumar,28,1,A1
14295,16020,Sandeep H,35,1,A1
14296,16020,Rajesh Patil T,46,1,A2
14297,16021,Prasad Pai M,53,1,A1
14298,16021,Imran K,39,1,A2
14299,16021,Srinivas Poojary,51,1,A3
14300,16023,Arun Hunsur,54,1,A1
14301,16024,Gopal Poojary,22,1,A1
14302,16024,Mohan Desai,39,1,A2
14303,16026,Madhu Sorab,32,1,A1
14304,16027,Abdul Rao,53,1,A1
14305,16028,David Acharya,44,1,A1
14306,16028,Praveen Shorapur,27,1,A2
14307,16029,Chandru Acharya,24,1,A1
14308,16031,Shivakumar Desai S,21,1,A1
14309,16031,Venkatesh V,44,1,A2
14310,16032,Santosh Kori,37,1,A1
14311,16033,David Iyer M,42,1,A1
14312,16034,Nagaraj Desai,41,1,A1
14313,16034,Mary Poojary,41,2,A2
14314,16036,Harish K,30,1,A1
14315,16037,Praveen Kori,53,1,A1
14316,16038,Naveen Kulkarni D,23,1,A1
14317,16039,Shivakumar Angadi,54,1,A1
14318,16039,Abdul Hanumanthappa,20,1,A2
14319,16040,Imran Biradar,55,1,A1
14320,16042,Harish Iyer,37,1,A1
14321,16045,Praveen Reddy,24,1,A1
14322,16047,Harish Shetty,55,1,A1
14323,16047,Ashok Iyer,21,1,A2
14324,16047,Vijay Hegde,31,1,A3
14325,16050,Ramesh Poojary,43,1,A1
14326,16050,Sandeep Reddy,44,1,A2
14327,16052,Girish Swamy,24,1,A1
14328,16054,Rohit K,39,1,A1
14329,16055,Yogesh Hiremath B,44,1,A1
14330,16057,Vijay Pai,35,1,A1
14331,16059,Srinivas Patil,41,1,A1
14332,16059,Deepak Gowda A,19,1,A2
14333,16059,Rajesh Hiremath R,52,1,A3
14334,16061,Imran Patil,53,1,A1
14335,16062,Ashok Devaraj,44,1,A1
14336,16064,Nagaraj Hanumanthappa,45,1,A1
14337,16066,Deepak Reddy,48,1,A1
14338,16066,Rohit Prasad,29,1,A2
14339,16067,Praveen Murthy,33,1,A1
14340,16067,Arun Naik,40,1,A2
14341,16069,Santosh Bhat,19,1,A1
14342,16069,Sushma Iyer,53,2,A2
14343,16071,Anil Rao,38,1,A1
14344,16072,S Ramdurg,38,1,A1
14345,16072,Sunil Patil,21,1,A2
14346,16073,Bhavya M,54,2,A1
14347,16073,Ramya T,46,2,A2
14348,16075,Yogesh Iyer V,55,1,A1
14349,16075,Darshan Devaraj A,51,1,A2
14350,16077,Manjunath Rao,22,1,A1
14351,16078,Girish Pai,24,1,A1
14352,16078,Harish Kulkarni,53,1,A2
14353,16078,Thomas Pai,36,1,A3
14354,16079,Abdul Patil,24,1,A1
14355,16082,Ramya Ballal,23,2,A1
14356,16083,Manjunath Banakar,55,1,A1
14357,16084,Vishnu Rao,34,1,A1
14358,16089,Ashok H,23,1,A1
14359,16092,Manasa Ballal,53,2,A1
14360,16093,Ganesh T,29,1,A1
14361,16094,Mary Kulkarni,19,2,A1
14362,16096,Sahana Iyer,22,2,A1
14363,16097,Madhu Hiremath,20,1,A1
14364,16097,David Kamath,19,1,A2
14365,16101,Prakash Swamy,48,1,A1
14366,16103,Harish Hegde,32,1,A1
14367,16105,Nandini Pai,44,2,A1
14368,16108,Raghavendra H,47,1,A1
14369,16108,Sushma Naik,46,2,A2
14370,16108,Arun Bhat,25,1,A3
14371,16109,Girish Chitapur,21,1,A1
14372,16109,Suresh Pai,38,1,A2
14373,16111,Rajesh K,29,1,A1
14374,16111,Chaitra Reddy,29,2,A2
14375,16112,Karthik Kulkarni,42,1,A1
14376,16112,Yogesh A,44,1,A2
14377,16114,Srinivas Kulkarni,52,1,A1
14378,16114,Ravi Shetty,24,1,A2
14379,16116,Deepak Hanumanthappa,33,1,A1
14380,16116,Rajesh Angadi R,40,1,A2
14381,16116,Praveen Jadhav K,55,1,A3
14382,16117,David N,34,1,A1
14383,16118,Rohit B,27,1,A1
14384,16119,Darshan S,45,1,A1
14385,16121,Harish Reddy,48,1,A1
14386,16121,Anil Kumar,35,1,A2
14387,16123,Bhavya Prasad,37,2,A1
14388,16123,Arun Naik,32,1,A2
14389,16125,Harish Naik,26,1,A1
14390,16127,Shankar Nayak,31,1,A1
14391,16129,Santosh Bhat,26,1,A1
14392,16129,Ganesh Devaraj,34,1,A2
14393,16131,Basavaraj Hegde,22,1,A1
14394,16131,Bharathi Kumar D,48,2,A2
14395,16132,Deepak Murthy,39,1,A1
14396,16132,Mahesh Desai,50,1,A2
14397,16132,Syed Hanumanthappa L,48,1,A3
14398,16137,Vishnu Hiremath,48,1,A1
14399,16139,Raghavendra Patil,29,1,A1
14400,16139,Girish Acharya,43,1,A2
14401,16140,Harish Shetty,39,1,A1
14402,16141,Mohan Desai,43,1,A1
14403,16143,Shankar Setty,25,1,A1
14404,16144,Sujatha P,28,2,A1
14405,16146,Vishnu Banakar,20,1,A1
14406,16147,Vidya Naik H,53,2,A1
14407,16147,Imran Raibag V,34,1,A2
14408,16147,Kiran Rao,53,1,A3
14409,16148,Darshan Patil,37,1,A1
14410,16148,Kiran Hegde,40,1,A2
14411,16149,Vijay Kulkarni,34,1,A1
14412,16153,Venkatesh Banakar,40,1,A1
14413,16153,Karthik Shetty,31,1,A2
14414,16155,Arun Hegde L,27,1,A1
14415,16156,Prakash Biradar,35,1,A1
14416,16158,Praveen Iyer,31,1,A1
14417,16158,Santosh Poojary,35,1,A2
14418,16159,Vishnu Jadhav,52,1,A1
14419,16159,Vijay Desai,27,1,A2
14420,16160,Syed Hegde,21,1,A1
14421,16161,G Gauribidanur,40,1,A1
14422,16162,Vishnu Acharya R,29,1,A1
14423,16163,Girish Kori,21,1,A1
14424,16165,David Gowda,52,1,A1
14425,16167,Shivakumar Devaraj,43,1,A1
14426,16167,Mohan Bhat,55,1,A2
14427,16168,Harish Gowda,19,1,A1
14428,16169,Shankar Kulkarni,50,1,A1
14429,16170,Karthik Rao,42,1,A1
14430,16173,Yogesh Ballal,23,1,A1
14431,16174,Shankar Ballal,48,1,A1
14432,16176,Prasad Rao,45,1,A1
14433,16177,Anil Kamath,39,1,A1
14434,16181,Shankar Reddy,19,1,A1
14435,16183,Rajesh Reddy,30,1,A1
14436,16185,Ravi Devaraj,47,1,A1
14437,16185,Vijay Desai,34,1,A2
14438,16186,Vijay Kulkarni,31,1,A1
14439,16187,Vinay Nayak,37,1,A1
14440,16188,Srinivas Devaraj,48,1,A1
14441,16189,Mohan Ballal,19,1,A1
14442,16189,Imran Bhadravati,23,1,A2
14443,16190,Ganesh Devaraj,31,1,A1
14444,16190,Girish Patil,34,1,A2
14445,16191,Venkatesh L,45,1,A1
14446,16192,Gopal Acharya,44,1,A1
14447,16192,Netra S,47,2,A2
14448,16195,Mary H,46,2,A1
14449,16196,Suresh Prasad,45,1,A1
14450,16196,Lokesh Bhat,30,1,A2
14451,16200,Imran Kori,26,1,A1
14452,16200,Imran Bailhongal,27,1,A2
14453,16200,Deepak L,22,1,A3
14454,16202,Suresh Banakar,21,1,A1
14455,16203,Shankar Reddy A,45,1,A1
14456,16205,Karthik Kamath,45,1,A1
14457,16208,Srinivas Ballal,19,1,A1
14458,16209,Karthik Angadi,23,1,A1
14459,16209,Nandini Hebri,19,2,A2
14460,16210,Divya Bhat N,47,2,A1
14461,16213,Girish Devaraj,38,1,A1
14462,16215,Rajesh Hiremath,43,1,A1
14463,16216,Kiran D,42,1,A1
14464,16216,Rajesh Rao,49,1,A2
14465,16218,Prakash Jadhav,34,1,A1
14466,16220,Shivakumar M,34,1,A1
14467,16221,Gopal Iyer,23,1,A1
14468,16221,Prakash Banakar,54,1,A2
14469,16222,Kiran Naik,26,1,A1
14470,16224,Vinay Nayak,28,1,A1
14471,16228,Chandru Rao,24,1,A1
14472,16230,Nagaraj Poojary,35,1,A1
14473,16231,Naveen Shetty,46,1,A1
14474,16232,Thomas M,52,1,A1
14475,16233,Sunil Gowda,37,1,A1
14476,16233,Sunil Setty,37,1,A2
14477,16235,Rajesh Murthy,26,1,A1
14478,16237,Prasad Iyer,37,1,A1
14479,16237,Nagaraj Rao,29,1,A2
14480,16238,Madhu Bhat,30,1,A1
14481,16239,Harish Acharya,53,1,A1
14482,16239,Srinivas Setty,53,1,A2
14483,16241,Karthik Shetty R,52,1,A1
14484,16242,Manjunath P,23,1,A1
14485,16243,Sandeep Reddy,21,1,A1
14486,16243,Vijay Naik,45,1,A2
14487,16245,Harish Sira,48,1,A1
14488,16246,Sandeep Swamy,29,1,A1
14489,16247,Deepak K,42,1,A1
14490,16249,Thomas N,28,1,A1
14491,16250,Arun Kamath,36,1,A1
14492,16250,Naveen Kamath,53,1,A2
14493,16250,Vijay Karkala,37,1,A3
14494,16251,Shivakumar K,34,1,A1
14495,16251,Arun Biradar,46,1,A2
14496,16251,Girish Kamath,53,1,A3
14497,16252,Prasad Banakar,20,1,A1
14498,16252,Umesh Bhat,33,1,A2
14499,16252,Thomas Ballal,51,1,A3
14500,16253,Ashok Kamath,31,1,A1
14501,16253,Ravi Kori,19,1,A2
14502,16253,Ramesh Kumar,26,1,A3
14503,16254,Thomas S,54,1,A1
14504,16254,Vishnu Bhat,33,1,A2
14505,16254,Syed Swamy,26,1,A3
14506,16255,Santosh Rao L,25,1,A1
14507,16256,Madhu Poojary,54,1,A1
14508,16258,Mohan Acharya,54,1,A1
14509,16259,Abdul Banakar,37,1,A1
14510,16259,Girish L,43,1,A2
14511,16260,Girish Patil,35,1,A1
14512,16263,Darshan Angadi S,41,1,A1
14513,16263,Naveen Angadi,20,1,A2
14514,16264,Nagaraj Rao,33,1,A1
14515,16264,Arun Kumar,21,1,A2
14516,16265,Grace Prasad,48,2,A1
14517,16265,Vinay B,48,1,A2
14518,16267,Shankar Ballal V,24,1,A1
14519,16267,Mahesh Iyer S,41,1,A2
14520,16269,Sahana Reddy,27,2,A1
14521,16269,Praveen Naik,20,1,A2
14522,16271,Ashwini Reddy,40,2,A1
14523,16272,Manjunath Gowda,21,1,A1
14524,16273,Santosh Yellapur L,23,1,A1
14525,16273,Karthik Kulkarni,20,1,A2
14526,16275,Anil Hanumanthappa,34,1,A1
14527,16277,Deepak Poojary,40,1,A1
14528,16277,Praveen Swamy,50,1,A2
14529,16278,Rohit Kori,25,1,A1
14530,16279,Prasad Reddy,49,1,A1
14531,16280,David Hanumanthappa,48,1,A1
14532,16280,Shankar V,31,1,A2
14533,16280,David Murthy,45,1,A3
14534,16281,Praveen Reddy L,48,1,A1
14535,16282,Girish Gowda,32,1,A1
14536,16282,Mary Devaraj,25,2,A2
14537,16283,Imran Biradar,21,1,A1
14538,16283,Vishnu Gowda,24,1,A2
14539,16283,Sunil Mudgal,46,1,A3
14540,16284,Santosh Kulkarni,23,1,A1
14541,16286,Basavaraj Devaraj,52,1,A1
14542,16288,Anil Acharya,26,1,A1
14543,16289,Prakash Devaraj,23,1,A1
14544,16289,Anitha Bhat,24,2,A2
14545,16291,Umesh Kamath,32,1,A1
14546,16292,Yogesh G,28,1,A1
14547,16294,Ramesh Desai,41,1,A1
14548,16294,Syed Harihar,40,1,A2
14549,16294,Kiran L,54,1,A3
14550,16300,Sandeep Ballal,32,1,A1
14551,16301,Naveen Kulkarni,35,1,A1
14552,16301,Darshan Angadi M,41,1,A2
14553,16302,Abdul T,34,1,A1
14554,16302,Lokesh Jadhav B,20,1,A2
14555,16303,Nagaraj Shetty,25,1,A1
14556,16303,Arun Iyer,28,1,A2
14557,16303,Girish Shetty,44,1,A3
14558,16304,Vishnu Prasad,38,1,A1
14559,16305,Arun R,29,1,A1
14560,16306,Grace Kori,19,2,A1
14561,16307,Mohan Desai,24,1,A1
14562,16308,Suresh Setty,30,1,A1
14563,16308,David Jadhav,51,1,A2
14564,16308,Chandru Naik,34,1,A3
14565,16309,Syed Desai,34,1,A1
14566,16311,Darshan Hiremath,47,1,A1
14567,16311,Srinivas Devaraj,55,1,A2
14568,16313,David Kamalapur,37,1,A1
14569,16313,Girish Naik,52,1,A2
14570,16314,Sandeep Kumar,43,1,A1
14571,16317,Yogesh Murthy L,53,1,A1
14572,16318,Sahana Desai,53,2,A1
14573,16319,Ramya Patil,52,2,A1
14574,16322,Kiran L,49,1,A1
14575,16323,Abdul Nayak B,53,1,A1
14576,16323,Deepak N,40,1,A2
14577,16324,Prakash Kumar,42,1,A1
14578,16328,Umesh Patil,37,1,A1
14579,16330,Harish Kumar,37,1,A1
14580,16331,Naveen Patil,19,1,A1
14581,16332,Manjunath Harihar,27,1,A1
14582,16333,Meena Desai,42,2,A1
14583,16334,Manjunath Naik M,54,1,A1
14584,16334,Shwetha Patil M,22,2,A2
14585,16334,David Banakar,23,1,A3
14586,16336,Rohit Honnali,47,1,A1
14587,16336,Bhavya Jadhav,27,2,A2
14588,16338,Raghavendra S,34,1,A1
14589,16338,Rohit Desai,25,1,A2
14590,16340,Ashwini B,42,2,A1
14591,16342,Anil M,31,1,A1
14592,16342,Shivakumar Patil,41,1,A2
14593,16342,Basavaraj Ballal,24,1,A3
14594,16343,Girish Iyer,22,1,A1
14595,16343,Suresh Hegde,47,1,A2
14596,16348,Sunil Devaraj,54,1,A1
14597,16349,Syed Pai,22,1,A1
14598,16349,Vijay Terdal,50,1,A2
14599,16349,Ganesh Swamy,27,1,A3
14600,16351,Lokesh Kumar,45,1,A1
14601,16351,Yogesh Hanumanthappa,46,1,A2
14602,16351,Vishnu B,49,1,A3
14603,16355,Syed Puttur,46,1,A1
14604,16355,Naveen Prasad,23,1,A2
14605,16356,Ganesh Biradar,36,1,A1
14606,16356,Imran Athani,26,1,A2
14607,16358,Venkatesh Ballal K,33,1,A1
14608,16360,Umesh A,30,1,A1
14609,16362,Prasad Patil,21,1,A1
14610,16362,Manjunath Naik,39,1,A2
14611,16362,Shankar Acharya,45,1,A3
14612,16363,Prakash P,41,1,A1
14613,16365,Sahana Naik,19,2,A1
14614,16368,Raghavendra Pai,48,1,A1
14615,16368,Ravi Kori,51,1,A2
14616,16370,Lokesh Banakar,46,1,A1
14617,16370,Ramya Kori,42,2,A2
14618,16371,Chandru H,28,1,A1
14619,16371,Prakash Kumar,42,1,A2
14620,16374,Manasa Hanumanthappa,31,2,A1
14621,16375,Raghavendra Hiremath,34,1,A1
14622,16375,Thomas Ballal,53,1,A2
14623,16376,David Devaraj,34,1,A1
14624,16376,Arun Angadi G,45,1,A2
14625,16378,Ganesh Shetty,45,1,A1
14626,16382,Praveen R,53,1,A1
14627,16383,Shwetha Prasad,41,2,A1
14628,16383,Lokesh R,30,1,A2
14629,16384,Basavaraj Poojary,32,1,A1
14630,16385,Lokesh Pai,40,1,A1
14631,16390,Lakshmi Swamy,33,2,A1
14632,16391,Vijay Hanumanthappa,34,1,A1
14633,16392,Darshan Hiremath,48,1,A1
14634,16392,Mahesh S,54,1,A2
14635,16394,Ayesha Iyer,38,2,A1
14636,16397,Kiran Reddy,21,1,A1
14637,16398,Arun Kamath,53,1,A1
14638,16399,Ashok V,31,1,A1
14639,16400,Meena Gowda,26,2,A1
14640,16401,Nagaraj Prasad,49,1,A1
14641,16401,Suresh L,53,1,A2
14642,16402,Naveen Kori,37,1,A1
14643,16403,Madhu T,52,1,A1
14644,16403,Nandini L,55,2,A2
14645,16404,Manjunath Biradar,26,1,A1
14646,16404,Karthik Iyer,24,1,A2
14647,16407,Basavaraj Kamath,53,1,A1
14648,16411,Vishnu A,32,1,A1
14649,16414,Vijay K,44,1,A1
14650,16414,Shankar Gowda,26,1,A2
14651,16415,Kiran Hegde,19,1,A1
14652,16417,Rajesh Reddy,41,1,A1
14653,16418,Chandru Ballal D,34,1,A1
14654,16418,Sunil Kori,25,1,A2
14655,16419,Syed Gangavati,31,1,A1
14656,16422,Harish Reddy,42,1,A1
14657,16422,Deepak N,28,1,A2
14658,16423,Anil Kori,33,1,A1
14659,16425,Ravi Biradar,52,1,A1
14660,16425,Mohan Kundgol H,27,1,A2
14661,16426,Venkatesh Acharya,37,1,A1
14662,16430,Santosh Kamath M,31,1,A1
14663,16430,Thomas Poojary,34,1,A2
14664,16431,Ganesh Hegde,23,1,A1
14665,16432,Rajesh Nayak,51,1,A1
14666,16432,Vijay Gowda,43,1,A2
14667,16433,Chaitra Iyer,29,2,A1
14668,16434,Rohit Angadi,47,1,A1
14669,16435,D Puttur,40,1,A1
14670,16435,Shivakumar Banakar,48,1,A2
14671,16437,Raghavendra K,25,1,A1
14672,16437,Shivakumar Gowda,47,1,A2
14673,16438,Nandini Setty,46,2,A1
14674,16439,Anitha Poojary,50,2,A1
14675,16441,Rajesh B,47,1,A1
14676,16443,Naveen Kori,33,1,A1
14677,16443,Ramesh Bhat,24,1,A2
14678,16443,Gopal Prasad,37,1,A3
14679,16444,Ganesh Jadhav,34,1,A1
14680,16446,Ganesh Banakar,42,1,A1
14681,16447,Darshan Reddy,51,1,A1
14682,16448,Vishnu Naik,50,1,A1
14683,16449,Suresh Gowda H,48,1,A1
14684,16449,Anil Desai,42,1,A2
14685,16453,Raghavendra Kamath,37,1,A1
14686,16454,Arun N,37,1,A1
14687,16457,Umesh Ballal,33,1,A1
14688,16457,Abdul Rao,23,1,A2
14689,16457,Sandeep Iyer,46,1,A3
14690,16459,Geetha Acharya,35,2,A1
14691,16460,Abdul Setty K,25,1,A1
14692,16460,Ramesh Acharya T,21,1,A2
14693,16461,Rajesh Ajjampura,44,1,A1
14694,16461,Karthik Pai,22,1,A2
14695,16461,Darshan Ballal T,22,1,A3
14696,16464,R Virajpet,37,1,A1
14697,16465,Darshan Ajjampura,46,1,A1
14698,16465,David Biradar,36,1,A2
14699,16466,Nagaraj Acharya,20,1,A1
14700,16470,Roopa Acharya V,41,2,A1
14701,16470,Mahesh Jadhav,44,1,A2
14702,16472,Rohit Prasad P,29,1,A1
14703,16473,Suresh Shetty,47,1,A1
14704,16473,Imran Naik S,26,1,A2
14705,16475,Vinay Banakar,32,1,A1
14706,16475,Gopal Bhat D,20,1,A2
14707,16476,Santosh Kulkarni,38,1,A1
14708,16476,Kavya Jadhav V,20,2,A2
14709,16478,Padma Banakar,54,2,A1
14710,16479,Vijay Naik,19,1,A1
14711,16479,Abdul Kulkarni,29,1,A2
14712,16480,Shivakumar Setty,44,1,A1
14713,16481,Rajesh Hiremath,45,1,A1
14714,16482,Sahana Pai,52,2,A1
14715,16485,Yogesh Iyer,48,1,A1
14716,16486,Mohan R,29,1,A1
14717,16486,Deepa Hegde,53,2,A2
14718,16486,Vinay Rao,48,1,A3
14719,16487,Mohan Iyer,24,1,A1
14720,16487,Sandeep Nayak,27,1,A2
14721,16488,Venkatesh Shetty,32,1,A1
14722,16488,Shankar Jadhav,34,1,A2
14723,16488,Sunil Hiremath,24,1,A3
14724,16491,Vinay Kumar,51,1,A1
14725,16491,Mahesh Devaraj,36,1,A2
14726,16492,Sujatha Hanumanthappa,47,2,A1
14727,16493,Srinivas Biradar,53,1,A1
14728,16497,Shivakumar Prasad,42,1,A1
14729,16497,Ashok Setty,43,1,A2
14730,16498,Manasa Gowda,50,2,A1
14731,16498,Nagaraj Hegde,49,1,A2
14732,16498,Chandru Murthy,54,1,A3
14733,16502,Prakash D,55,1,A1
14734,16505,Ashok G,52,1,A1
14735,16505,Sunil Hiremath,25,1,A2
14736,16506,Naveen Hegde,51,1,A1
14737,16508,Prakash L,44,1,A1
14738,16509,Netra Setty,26,2,A1
14739,16509,Ashok Biradar,53,1,A2
14740,16509,Anil Bhat,37,1,A3
14741,16510,David Hanumanthappa,51,1,A1
14742,16510,Gopal Patil,19,1,A2
14743,16512,Vinay Shetty,28,1,A1
14744,16512,Ayesha P,45,2,A2
14745,16514,Nagaraj Setty,38,1,A1
14746,16514,Mohan A,40,1,A2
14747,16515,Vishnu Angadi,27,1,A1
14748,16516,Santosh Naik H,49,1,A1
14749,16517,Santosh Reddy,23,1,A1
14750,16517,Sowmya T,36,2,A2
14751,16517,Ganesh Rao,37,1,A3
14752,16520,Yamuna Biradar,43,2,A1
14753,16520,Prakash Shetty S,38,1,A2
14754,16522,Srinivas Hegde,21,1,A1
14755,16522,Girish Desai,42,1,A2
14756,16525,Syed Kumar,35,1,A1
14757,16526,Darshan Murthy,51,1,A1
14758,16526,Harish Kulkarni,55,1,A2
14759,16526,Madhu Desai A,43,1,A3
14760,16527,Umesh Banakar M,26,1,A1
14761,16527,David Setty,26,1,A2
14762,16531,Lokesh Naik,44,1,A1
14763,16531,Venkatesh Angadi,51,1,A2
14764,16531,Ashok Angadi,54,1,A3
14765,16533,Sandeep Kori,43,1,A1
14766,16534,Shankar Pai,51,1,A1
14767,16534,Thomas Ballal,55,1,A2
14768,16535,Shivakumar Desai,44,1,A1
14769,16536,Ashok Setty,37,1,A1
14770,16537,Madhu G,25,1,A1
14771,16539,Yogesh Kori,52,1,A1
14772,16541,Shivakumar Kulkarni,44,1,A1
14773,16542,Vishnu Pai,35,1,A1
14774,16542,Raghavendra Biradar,45,1,A2
14775,16543,Harish Hiremath K,29,1,A1
14776,16543,Mohan Hanumanthappa,41,1,A2
14777,16547,Vijay Bhat,27,1,A1
14778,16547,Thomas Hegde,43,1,A2
14779,16548,Girish Reddy,47,1,A1
14780,16550,M Bagepalli,26,1,A1
14781,16551,Girish Murthy,52,1,A1
14782,16553,Deepak Angadi,46,1,A1
14783,16554,Darshan Biradar,51,1,A1
14784,16555,Srinivas Pai,20,1,A1
14785,16558,Prasad Banakar,26,1,A1
14786,16558,Ashok Naik,29,1,A2
14787,16559,Lokesh Ballal,41,1,A1
14788,16559,Roopa Gowda,44,2,A2
14789,16560,Mohan Pai,51,1,A1
14790,16562,Shankar Kulkarni,46,1,A1
14791,16563,Sandeep Gowda,52,1,A1
14792,16565,Anil Kamath,46,1,A1
14793,16565,Deepak J,33,1,A2
14794,16565,Kiran Bhat,31,1,A3
14795,16566,Venkatesh Hanumanthappa,26,1,A1
14796,16568,Rajesh T,39,1,A1
14797,16568,Basavaraj Patil,50,1,A2
14798,16569,Umesh Nayak,24,1,A1
14799,16570,Arun Poojary,32,1,A1
14800,16570,Deepak Bhat,32,1,A2
14801,16570,Nagaraj Desai,23,1,A3
14802,16573,Sandeep Gowda H,26,1,A1
14803,16574,Basavaraj Hiremath,35,1,A1
14804,16574,Arun Poojary,28,1,A2
14805,16574,Prasad Hegde,39,1,A3
14806,16576,Raghavendra Kori,47,1,A1
14807,16576,Vinay Sirsi,27,1,A2
14808,16576,Imran Prasad K,30,1,A3
14809,16580,Abdul Shetty,30,1,A1
14810,16580,Ganesh P,33,1,A2
14811,16581,Gopal T,19,1,A1
14812,16582,Chandru Hegde,52,1,A1
14813,16585,David Rao,21,1,A1
14814,16585,Suresh Gowda,53,1,A2
14815,16587,Yogesh Kamath,51,1,A1
14816,16587,Sunil Hanumanthappa,39,1,A2
14817,16589,Divya Shetty,23,2,A1
14818,16590,Madhu Kamath,32,1,A1
14819,16591,Umesh T,34,1,A1
14820,16591,Basavaraj Kulkarni,38,1,A2
14821,16592,Rajesh K,32,1,A1
14822,16593,Sushma Banakar,37,2,A1
14823,16593,Abdul Devaraj,35,1,A2
14824,16593,Rajesh Desai L,44,1,A3
14825,16596,Karthik Banakar,54,1,A1
14826,16596,David Setty,39,1,A2
14827,16597,Basavaraj Banakar,55,1,A1
14828,16598,Abdul Hiremath,42,1,A1
14829,16598,Thomas Hiremath,39,1,A2
14830,16599,Sandeep Rao A,36,1,A1
14831,16600,Praveen T,25,1,A1
14832,16602,Venkatesh Desai,50,1,A1
14833,16602,Vinay Bhat,35,1,A2
14834,16603,Lakshmi Naik A,20,2,A1
14835,16604,Mahesh Karwar N,33,1,A1
14836,16607,Anil Hegde,22,1,A1
14837,16608,Santosh Nayak D,36,1,A1
14838,16608,Shivakumar Poojary,29,1,A2
14839,16611,Deepak Chincholi,29,1,A1
14840,16611,Rajesh Pai,45,1,A2
14841,16611,Mahesh N,38,1,A3
14842,16617,Abdul Kulkarni,21,1,A1
14843,16620,Anil Reddy D,29,1,A1
14844,16620,Prakash R,41,1,A2
14845,16620,Vijay T,51,1,A3
14846,16621,Sandeep Shetty,46,1,A1
14847,16621,Madhu Hegde,30,1,A2
14848,16623,Ramya Devaraj,39,2,A1
14849,16625,Deepak V,41,1,A1
14850,16628,Shankar Swamy,37,1,A1
14851,16628,S Bailhongal,23,1,A2
14852,16629,Naveen Nayak P,39,1,A1
14853,16630,Sunitha Kori,27,2,A1
14854,16630,Chandru L,34,1,A2
14855,16631,Gopal Setty,42,1,A1
14856,16633,Lakshmi Pai,52,2,A1
14857,16634,Meena Desai,40,2,A1
14858,16635,Lokesh R,27,1,A1
14859,16635,Shankar Kori,45,1,A2
14860,16636,Padma Pai M,54,2,A1
14861,16639,Raghavendra Bhat,41,1,A1
14862,16641,Yamuna N,55,2,A1
14863,16642,Suresh Hanur,39,1,A1
14864,16642,Harish Banakar,22,1,A2
14865,16643,Vijay V,24,1,A1
14866,16643,Praveen Iyer,28,1,A2
14867,16644,Sunil Patil,21,1,A1
14868,16645,Sushma Kamath,42,2,A1
14869,16648,Girish C,35,1,A1
14870,16649,Ramesh Kumar,22,1,A1
14871,16649,Vijay Pai,19,1,A2
14872,16650,Mohan Devaraj,37,1,A1
14873,16652,Rajesh Rao,36,1,A1
14874,16655,Praveen Biradar,28,1,A1
14875,16655,David Gowda,20,1,A2
14876,16656,Sandeep Hegde,35,1,A1
14877,16656,Mahesh Kumar,34,1,A2
14878,16656,Girish Reddy,49,1,A3
14879,16657,Nagaraj Hanumanthappa,43,1,A1
14880,16657,Gopal Banakar,42,1,A2
14881,16657,Ganesh Kumta,53,1,A3
14882,16658,Darshan Devaraj,52,1,A1
14883,16659,Ramesh Hegde,23,1,A1
14884,16659,Darshan P,52,1,A2
14885,16660,Ashok V,38,1,A1
14886,16661,Prakash Iyer,22,1,A1
14887,16664,Umesh Ballal G,36,1,A1
14888,16664,Ravi G,28,1,A2
14889,16664,Mahesh Hanumanthappa B,22,1,A3
14890,16665,Karthik Y,36,1,A1
14891,16665,Chandru Poojary,39,1,A2
14892,16665,Imran S,22,1,A3
14893,16667,Suresh Murthy,52,1,A1
14894,16667,Raghavendra Swamy,50,1,A2
14895,16669,Chandru Jadhav,44,1,A1
14896,16670,Ganesh Hegde,33,1,A1
14897,16670,Kiran Pai,27,1,A2
14898,16674,Ganesh Murthy M,42,1,A1
14899,16675,Abdul Prasad,55,1,A1
