ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
23600,23600,Syed Devaraj L,35,3,1,5,1
23601,23601,Shwetha Reddy,35,3,1,3,2
23602,23602,Girish N,63,7,1,2,1
23603,23603,Gopal N,64,7,1,2,1
23604,23604,Shwetha Iyer,28,10,1,4,2
23605,23605,Vishnu Rao,20,1,1,4,1
23606,23606,Ganesh Setty R,65,6,1,3,1
23607,23607,Kavya Patil,61,9,1,4,2
23608,23608,Umesh Rao,27,8,1,4,1
23609,23609,Pooja Hanumanthappa,28,3,3,1,2
23610,23610,Deepak Angadi,40,1,1,2,1
23611,23611,Darshan Patil,70,1,1,4,1
23612,23612,Shwetha Reddy,26,4,1,2,2
23613,23613,Prakash Kumar,20,6,1,3,1
23614,23614,Thomas Nayak B,24,10,1,2,1
23615,23615,Sandeep Acharya D,27,9,2,4,1
23616,23616,Deepa L,56,9,2,2,2
23617,23617,Roopa Biradar,65,7,1,5,2
23618,23618,Darshan Patil,34,9,1,2,1
23619,23619,Harish Rao L,57,8,1,3,1
23620,23620,Suresh Bhat,33,5,3,3,1
23621,23621,Anil Hiremath,39,4,1,4,1
23622,23622,Rohit Banakar,39,2,1,1,1
23623,23623,Srinivas Bhat H,31,2,2,4,1
23624,23624,Sunil Murthy,39,5,1,3,1
23625,23625,Rohit Pai L,60,8,1,2,1
23626,23626,David Banakar,63,9,2,2,1
23627,23627,Srinivas Devaraj,25,10,1,4,1
23628,23628,Bhavya Gowda,26,1,1,2,2
23629,23629,Manjunath L,36,1,1,4,1
23630,23630,Srinivas Murthy,38,3,1,1,3
23631,23631,Rohit Ballal,29,1,1,4,1
23632,23632,Madhu Nayak,64,7,3,4,1
23633,23633,Divya G,18,1,1,3,2
23634,23634,Ashwini Prasad S,36,1,1,2,2
23635,23635,Rohit Naik,18,4,1,4,1
23636,23636,Yamuna Pai,21,1,1,2,2
23637,23637,Gopal T,63,3,5,5,1
23638,23638,Yamuna H,28,3,2,4,2
23639,23639,Thomas Murthy,66,2,1,4,1
23640,23640,Rekha Pai K,55,1,1,2,2
23641,23641,Prakash Kori,21,5,1,5,1
23642,23642,Sushma Gowda H,46,3,1,5,2
23643,23643,Gopal Biradar,44,6,1,2,1
23644,23644,Deepa Biradar,51,3,1,2,2
23645,23645,Geetha Angadi,20,2,3,2,2
23646,23646,Umesh Iyer,47,6,1,4,1
23647,23647,Mahesh Setty,46,9,1,2,1
23648,23648,Umesh Bhat,47,8,1,5,1
23649,23649,Ramesh Setty,21,9,1,2,1
23650,23650,Meena Shetty,31,6,1,1,2
23651,23651,Fathima Bhat,54,9,1,5,2
23652,23652,Sunitha V,22,8,1,5,2
23653,23653,Umesh B,42,8,1,5,1
23654,23654,Kavya Gowda,56,9,1,5,2
23655,23655,Deepa Hanumanthappa,41,4,1,2,2
23656,23656,David Bhat,63,5,1,2,1
23657,23657,Arun Swamy,52,8,1,5,1
23658,23658,Imran Iyer,28,8,1,4,1
23659,23659,Rohit Patil,67,1,1,3,1
23660,23660,Vinay Pai,70,9,1,4,1
23661,23661,Manjunath Setty,40,2,1,4,1
23662,23662,Padma Reddy,22,2,1,5,2
23663,23663,Thomas Pai,67,8,2,4,1
23664,23664,Lakshmi Rao,31,5,1,5,2
23665,23665,Sowmya Hegde,50,10,1,3,2
23666,23666,Vishnu Acharya,42,2,1,5,1
23667,23667,Nandini Kulkarni,36,3,1,5,2
23668,23668,Mahesh Gowda,69,7,1,2,1
23669,23669,Vinay Kamath S,39,6,1,2,1
23670,23670,Sunil Hiremath,69,6,1,5,1
23671,23671,Vidya Shetty,64,8,1,3,2
23672,23672,Basavaraj Iyer,34,2,2,1,1
23673,23673,Naveen Iyer,30,1,1,2,1
23674,23674,Ashok Rao G,29,9,2,3,1
23675,23675,Santosh Kulkarni,60,2,1,3,1
23676,23676,Anitha Kamath,27,4,1,1,2
23677,23677,Chandru Hanumanthappa A,32,10,2,2,1
23678,23678,Sunil Prasad,26,7,1,5,1
23679,23679,Shwetha Angadi,54,8,1,5,2
23680,23680,Bharathi Naik,25,7,1,3,2
23681,23681,Lakshmi Poojary,42,4,1,5,2
23682,23682,Imran Prasad,39,6,1,3,1
23683,23683,Syed Setty,19,10,1,4,1
23684,23684,Abdul Banakar,51,8,1,3,1
23685,23685,Rekha Kori,44,3,1,2,2
23686,23686,Thomas Setty A,61,9,1,4,1
23687,23687,Venkatesh Swamy,35,10,1,4,1
23688,23688,Manjunath V,29,7,1,1,1
23689,23689,Bhavya Poojary,25,1,1,1,2
23690,23690,Anil Swamy,52,6,1,3,1
23691,23691,Vijay Hanumanthappa,54,9,2,4,1
23692,23692,Sahana Shetty,59,10,1,3,2
23693,23693,Chandru Hanumanthappa T,39,5,1,2,1
23694,23694,Mary Hegde,32,8,2,1,2
23695,23695,Yogesh Kamath,52,10,1,3,1
23696,23696,Kiran V,43,3,6,4,1
23697,23697,Suresh Kulkarni,41,2,2,1,1
23698,23698,Sujatha Swamy,42,9,1,3,2
23699,23699,Girish Kumar,19,10,1,5,1
23700,23700,Sandeep Naik,46,4,1,5,1
23701,23701,Thomas Kori,34,10,1,3,1
23702,23702,Naveen Acharya,63,6,2,1,1
23703,23703,Vidya Poojary,60,6,2,2,2
23704,23704,Sowmya K,50,3,1,5,2
23705,23705,Umesh Jadhav,48,6,1,4,1
23706,23706,Suresh H,70,5,1,4,1
23707,23707,Syed Biradar,68,6,1,5,1
23708,23708,Prakash Murthy,51,10,1,1,1
23709,23709,Sunitha Murthy,29,10,1,5,2
23710,23710,Chandru Murthy,49,2,1,3,1
23711,23711,David Ballal,48,1,1,4,1
23712,23712,Srinivas Swamy,19,10,1,1,1
23713,23713,Ashwini Iyer,21,9,2,3,2
23714,23714,Chaitra Iyer,49,5,1,1,2
23715,23715,Thomas Jadhav,21,7,1,4,1
23716,23716,Harish Desai,20,5,1,4,1
23717,23717,Uma Pai,52,2,3,2,2
23718,23718,Padma Kulkarni,64,5,1,1,2
23719,23719,Sunitha Hanumanthappa K,53,1,1,4,2
23720,23720,Grace D,47,7,1,2,2
23721,23721,Gopal Ballal,44,10,1,5,1
23722,23722,Srinivas Biradar,45,3,1,5,1
23723,23723,Manjunath L,61,4,1,3,1
23724,23724,Thomas Ballal,45,7,1,4,1
23725,23725,Mary A,48,10,1,3,2
23726,23726,Mohan Angadi,68,5,1,2,1
23727,23727,Sujatha Angadi,47,8,1,5,2
23728,23728,Darshan K,54,9,1,2,1
23729,23729,Ramesh Kori,26,9,1,2,1
23730,23730,Fathima Setty,24,1,1,2,2
23731,23731,Ganesh Iyer,25,5,1,5,1
23732,23732,Lokesh Hiremath,65,8,1,3,1
23733,23733,Ramesh Hiremath,42,1,1,2,1
23734,23734,Rohit Iyer,54,4,1,3,1
23735,23735,Darshan Jadhav,25,7,1,4,1
23736,23736,Vidya Prasad,55,9,1,1,2
23737,23737,Prakash Kori,40,6,1,4,1
23738,23738,Praveen Naik,58,5,1,4,1
23739,23739,Arun Poojary,48,7,2,2,1
23740,23740,Nagaraj Setty,29,4,1,1,1
23741,23741,Anil Devaraj,52,4,3,5,1
23742,23742,Gopal L,35,6,1,5,1
23743,23743,Geetha Angadi L,67,10,1,2,2
23744,23744,Anil Murthy,63,1,1,4,1
23745,23745,Girish R,47,8,1,2,1
23746,23746,Netra L,30,2,2,5,2
23747,23747,Geetha Banakar,55,5,1,4,2
23748,23748,Fathima Shetty,69,8,1,3,2
23749,23749,Harish Swamy A,57,9,1,1,1
23750,23750,Lakshmi Gowda,44,7,1,5,2
23751,23751,Arun Biradar,19,4,1,2,1
23752,23752,Raghavendra Hiremath,66,8,1,3,1
23753,23753,Bharathi Poojary,26,6,1,2,2
23754,23754,Geetha Swamy,51,6,1,1,2
23755,23755,Bhavya A,21,7,1,5,2
23756,23756,Grace Hanumanthappa,19,10,1,5,2
23757,23757,Mary Bhat,23,5,1,5,2
23758,23758,Syed Pai,40,7,2,4,1
23759,23759,Netra Devaraj,39,5,1,3,2
23760,23760,Vidya Iyer,53,7,1,1,2
23761,23761,Suresh Biradar,38,9,1,2,1
23762,23762,Pooja Devaraj V,65,5,1,4,2
23763,23763,Vishnu H,48,6,1,4,1
23764,23764,Naveen Murthy,55,9,4,1,1
23765,23765,Fathima Jadhav,25,7,1,3,2
23766,23766,Sunitha Setty,68,4,2,4,2
23767,23767,Gopal M,19,9,1,3,3
23768,23768,Ashok Gowda,25,1,1,2,1
23769,23769,Deepa P,42,3,1,5,2
23770,23770,Mahesh N,47,6,1,1,1
23771,23771,Basavaraj Bhat,28,1,1,2,1
23772,23772,Suresh Iyer,58,8,1,2,1
23773,23773,Anil Patil,67,8,1,1,1
23774,23774,Vinay Hegde,64,4,5,3,1
23775,23775,Ganesh Acharya,28,10,1,5,1
23776,23776,Shankar G,56,5,1,4,1
23777,23777,Abdul Nayak,22,8,1,5,1
23778,23778,Ashok B,60,10,2,5,1
23779,23779,Venkatesh Hanumanthappa,47,1,2,1,1
23780,23780,Prakash Patil,58,1,1,2,1
23781,23781,Ramesh B,22,9,1,3,1
23782,23782,Sujatha Murthy,68,1,1,1,2
23783,23783,Sandeep Banakar,67,8,1,2,1
23784,23784,Darshan Prasad,61,7,1,3,1
23785,23785,Deepak Biradar,25,9,1,2,1
23786,23786,Syed Iyer,48,10,1,2,1
23787,23787,Raghavendra Hanumanthappa,44,1,1,3,1
23788,23788,Shwetha Kumar,32,6,1,1,2
23789,23789,Rajesh Jadhav,35,8,1,4,1
23790,23790,Mahesh Devaraj,39,5,1,4,1
23791,23791,Bharathi V,37,9,1,5,2
23792,23792,Vinay Kumar,64,8,1,2,1
23793,23793,Divya Swamy,39,8,1,5,2
23794,23794,Lokesh Naik B,54,10,2,2,1
23795,23795,Divya H,53,6,1,1,2
23796,23796,Vishnu Angadi S,62,3,1,4,1
23797,23797,Prakash Devaraj H,43,6,1,1,1
23798,23798,Sahana Hanumanthappa,32,6,2,2,2
23799,23799,Yamuna Kamath,34,5,1,3,2
23800,23800,Gopal Kulkarni,51,10,1,2,1
23801,23801,Sunitha Hiremath,66,1,1,3,2
23802,23802,Shivakumar Shetty,52,8,2,5,1
23803,23803,Padma Patil,32,9,1,5,2
23804,23804,Bharathi V,37,10,1,4,2
23805,23805,Gopal Kumar,27,10,2,1,1
23806,23806,Ravi Pai,34,1,1,1,1
23807,23807,Manjunath Angadi,36,1,1,1,1
23808,23808,Sujatha A,20,2,1,2,2
23809,23809,Karthik Naik,29,9,2,3,1
23810,23810,Praveen Rao,44,2,1,5,1
23811,23811,Mary Hegde,55,8,1,4,2
23812,23812,Mary Prasad,62,7,1,4,2
23813,23813,Deepak Hegde N,21,9,1,1,1
23814,23814,Santosh Murthy,43,10,1,2,1
23815,23815,Nandini Kori,36,10,1,2,2
23816,23816,Sushma Kulkarni,41,2,1,3,2
23817,23817,David Kori,60,8,1,4,1
23818,23818,Vinay Kamath,49,6,1,1,1
23819,23819,Deepa Kumar,57,5,1,2,2
23820,23820,Grace Banakar,23,1,1,5,2
23821,23821,Ayesha Jadhav T,31,10,1,2,2
23822,23822,Anil Hiremath,30,2,1,3,1
23823,23823,Rohit Murthy,57,2,2,2,1
23824,23824,Ramya M,41,2,1,2,2
23825,23825,Ravi Poojary,70,9,2,3,1
23826,23826,Netra Kori,57,7,1,3,2
23827,23827,Anil Kumar,70,10,1,4,1
23828,23828,Uma M,55,3,1,3,2
23829,23829,Vidya Reddy,50,4,1,3,2
23830,23830,Anil G,45,4,1,5,1
23831,23831,Ashok P,69,8,1,2,1
23832,23832,Ramya Rao,35,8,1,3,2
23833,23833,Prakash Poojary,46,8,1,4,1
23834,23834,Manjunath Reddy,32,3,1,1,1
23835,23835,Pooja Reddy,32,9,1,5,2
23836,23836,Suresh Murthy,62,10,1,2,1
23837,23837,Venkatesh Hiremath,18,7,1,1,1
23838,23838,Deepa Banakar,54,9,1,2,2
23839,23839,Sowmya N,36,2,1,2,2
23840,23840,Rohit Reddy,47,3,2,5,1
23841,23841,Sunil N,36,9,1,4,1
23842,23842,Grace Reddy,66,7,1,3,2
23843,23843,Divya Jadhav,39,2,1,3,2
23844,23844,Ashok Naik K,31,4,1,3,1
23845,23845,Yogesh Kulkarni,65,7,2,4,3
23846,23846,Fathima Kori,58,9,1,2,2
23847,23847,Suresh Murthy G,37,8,1,1,1
23848,23848,Venkatesh Gowda D,69,10,1,1,1
23849,23849,Naveen Prasad,45,4,1,1,1
23850,23850,Fathima Kulkarni,63,5,1,5,2
23851,23851,Ashok Gowda B,23,8,1,5,1
23852,23852,Anil Swamy,37,4,1,1,1
23853,23853,Basavaraj Setty,41,7,1,3,1
23854,23854,Padma Kamath,38,8,1,1,2
23855,23855,Sowmya Devaraj,20,10,1,5,2
23856,23856,Kiran Iyer,49,8,2,2,1
23857,23857,Harish Murthy,63,5,1,2,1
23858,23858,Shwetha Angadi,54,9,2,1,2
23859,23859,Rajesh Kulkarni M,22,9,3,4,1
23860,23860,Bharathi T,41,2,1,5,2
23861,23861,Sahana P,22,6,1,1,2
23862,23862,Divya Jadhav,33,4,1,3,2
23863,23863,Kavya Rao,62,3,1,1,2
23864,23864,Prakash Biradar,35,3,1,2,1
23865,23865,Venkatesh Kulkarni,37,7,1,2,1
23866,23866,Kiran Hegde,33,2,1,3,1
23867,23867,Kiran Desai M,55,8,1,4,1
23868,23868,Yamuna Swamy,45,8,1,5,2
23869,23869,Ashwini Devaraj,41,5,1,4,2
23870,23870,Santosh Hiremath,50,1,1,1,1
23871,23871,Harish V,54,8,1,3,1
23872,23872,Mary N,35,2,1,2,2
23873,23873,Divya Nayak,50,7,1,1,2
23874,23874,Padma V,66,4,1,3,2
23875,23875,Roopa Angadi,59,2,1,4,2
23876,23876,Karthik V,30,10,1,1,1
23877,23877,Yogesh Hanumanthappa,62,1,2,3,1
23878,23878,Shankar Swamy,56,8,2,4,1
23879,23879,Ravi Hiremath,47,5,1,2,1
23880,23880,Arun Bhat,33,7,2,3,1
23881,23881,Ravi Gowda,19,7,1,4,1
23882,23882,Yamuna Acharya,37,2,1,4,2
23883,23883,Deepak Desai T,54,2,1,1,1
23884,23884,Nandini Hiremath V,40,7,1,5,2
23885,23885,Vishnu Iyer,35,5,1,2,1
23886,23886,Sunitha Rao,69,9,1,1,2
23887,23887,Vijay Gowda,21,7,1,4,1
23888,23888,Imran G,46,6,1,2,1
23889,23889,Shankar Hegde,59,4,1,2,1
23890,23890,Manjunath Kulkarni,26,8,4,3,1
23891,23891,Deepa Jadhav,31,6,1,5,2
23892,23892,Imran Angadi,58,6,1,3,1
23893,23893,Anitha Banakar,64,9,1,3,2
23894,23894,Sandeep Shetty,18,4,1,1,1
23895,23895,Deepak Hiremath,19,3,2,5,1
23896,23896,Sujatha Patil,29,4,1,3,2
23897,23897,David Acharya,51,8,2,4,1
23898,23898,Mary Patil,65,9,1,5,2
23899,23899,Rohit Patil,29,6,1,5,1
23900,23900,Thomas R,59,1,1,3,1
23901,23901,Uma Jadhav,26,4,1,2,2
23902,23902,Sushma Ballal,62,1,1,5,2
23903,23903,Kiran Kamath,70,2,1,4,1
23904,23904,Shwetha Biradar,33,2,1,4,2
23905,23905,Mohan T,19,4,1,2,1
23906,23906,David Murthy P,33,8,2,3,1
23907,23907,Srinivas Kulkarni,39,3,1,1,1
23908,23908,Gopal Hegde S,47,3,1,3,1
23909,23909,Vijay Kamath,25,3,2,3,1
23910,23910,Roopa Setty,52,10,3,5,2
23911,23911,Shankar Hegde,54,8,1,5,1
23912,23912,Deepa Biradar,61,4,1,2,2
23913,23913,Rajesh Patil,24,5,1,2,1
23914,23914,Ashwini Murthy,21,5,1,1,2
23915,23915,Gopal Hiremath,38,9,1,5,1
23916,23916,Praveen Jadhav L,23,9,2,3,1
23917,23917,Mohan Iyer A,58,2,1,3,1
23918,23918,Santosh Kori,52,9,1,1,1
23919,23919,Lakshmi Jadhav K,32,8,1,3,2
23920,23920,Praveen Desai,43,8,1,3,1
23921,23921,Bhavya B,59,9,1,1,2
23922,23922,Manasa Angadi,54,5,1,3,2
23923,23923,Roopa Gowda,48,8,1,4,2
23924,23924,Mahesh Prasad T,39,3,1,1,1
23925,23925,Sahana L,53,8,1,3,2
23926,23926,Madhu Kulkarni,39,6,2,2,1
23927,23927,Yogesh Nayak,35,4,1,3,1
23928,23928,Lakshmi Hegde G,42,6,1,3,2
23929,23929,Lakshmi Prasad T,47,2,1,4,2
23930,23930,Ashok Setty,44,10,1,4,1
23931,23931,Chaitra Desai,38,6,3,2,2
23932,23932,Pooja Devaraj,70,8,1,3,2
23933,23933,Deepa Poojary,19,4,1,1,2
23934,23934,Lokesh Hiremath M,60,9,1,4,1
23935,23935,Divya Devaraj,43,6,1,5,2
23936,23936,Abdul Ballal,31,1,1,5,1
23937,23937,Ganesh Gowda D,40,10,2,3,1
23938,23938,Ganesh Kori,56,8,1,1,1
23939,23939,Nandini Kamath,61,8,1,1,2
23940,23940,Uma A,57,1,1,3,2
23941,23941,Ayesha D,22,4,1,3,2
23942,23942,Deepa Desai,21,6,1,1,2
23943,23943,Ayesha Kamath,30,7,1,5,2
23944,23944,Mahesh G,35,6,1,3,1
23945,23945,Yamuna Hegde,50,4,1,4,2
23946,23946,Padma Kori,30,6,1,4,2
23947,23947,Venkatesh Hiremath,39,10,1,3,1
23948,23948,Abdul Kulkarni,30,5,1,3,1
23949,23949,Lakshmi Poojary,34,6,1,1,2
23950,23950,Deepak Angadi,18,8,1,5,1
23951,23951,Girish P,58,1,1,3,1
23952,23952,Darshan Reddy,52,10,1,1,1
23953,23953,Abdul Banakar,33,1,2,2,1
23954,23954,Shankar Kori B,25,9,1,2,1
23955,23955,Ramya Rao,27,10,1,2,2
23956,23956,Vishnu Hanumanthappa,58,9,1,2,1
23957,23957,Kavya Bhat,43,3,1,5,2
23958,23958,Ayesha B,37,5,1,2,2
23959,23959,Rohit Rao,25,6,1,1,1
23960,23960,Pooja L,66,4,1,5,2
23961,23961,Prasad Murthy,45,1,2,2,1
23962,23962,Ganesh Setty,58,1,1,5,1
23963,23963,Vinay Iyer,31,1,2,1,1
23964,23964,Umesh Angadi,43,7,1,2,1
23965,23965,Arun Devaraj,37,8,1,1,1
23966,23966,Sunil R,35,10,1,2,1
23967,23967,Girish H,39,7,1,1,1
23968,23968,Ravi Hiremath,20,8,4,2,1
23969,23969,Sowmya Jadhav,39,3,1,3,2
23970,23970,Fathima Murthy,48,3,1,2,2
23971,23971,Harish Biradar,63,9,1,4,1
23972,23972,Deepa Naik,22,2,1,3,2
23973,23973,Manasa Gowda,57,5,2,2,2
23974,23974,Girish Desai,63,3,1,4,1
23975,23975,Raghavendra Jadhav,55,3,1,5,1
23976,23976,Abdul Murthy,68,9,1,2,1
23977,23977,Lakshmi Prasad M,43,5,1,2,2
23978,23978,Raghavendra Rao,62,6,1,2,1
23979,23979,Kiran Kumar,38,3,1,4,1
23980,23980,Umesh Setty,34,8,1,1,1
23981,23981,Sujatha Devaraj,43,10,1,4,2
23982,23982,Sujatha Naik,64,10,1,1,2
23983,23983,Chandru Rao,18,9,1,1,1
23984,23984,Girish Acharya,52,4,1,3,1
23985,23985,Ramesh N,27,3,2,2,1
23986,23986,Vishnu Naik,60,1,1,2,1
23987,23987,Chaitra Iyer,27,1,1,4,2
23988,23988,Kavya Shetty,48,3,1,5,2
23989,23989,Ashok Devaraj,58,4,1,4,1
23990,23990,Sunil Nayak,29,6,2,1,1
23991,23991,Deepa Poojary L,63,4,1,1,2
23992,23992,Abdul Kamath A,52,10,1,3,1
23993,23993,Roopa Reddy,19,6,1,3,2
23994,23994,Santosh Banakar,52,5,1,1,1
23995,23995,Grace S,50,2,1,2,2
23996,23996,Syed Jadhav,28,9,1,2,1
23997,23997,Uma Biradar,37,2,1,5,2
23998,23998,Kavya Hegde,34,10,1,5,2
23999,23999,Mahesh Jadhav D,64,3,1,3,1
24000,24000,Sujatha S,35,5,1,5,2
24001,24001,Prasad Kulkarni,36,4,1,1,1
24002,24002,Abdul Biradar,57,7,2,4,1
24003,24003,Girish Acharya,32,4,1,2,1
24004,24004,Bhavya M,70,3,1,1,2
24005,24005,Sowmya Murthy,69,1,2,4,2
24006,24006,Sujatha Rao,52,1,1,2,2
24007,24007,Mahesh Murthy,28,2,1,1,1
24008,24008,Vinay Kori,50,4,1,2,1
24009,24009,Shwetha Pai,41,8,1,5,2
24010,24010,Vidya Setty,43,3,1,2,2
24011,24011,Venkatesh Jadhav,35,5,1,4,1
24012,24012,Syed Desai A,60,7,1,2,1
24013,24013,Sandeep Kulkarni,52,2,1,3,1
24014,24014,Harish Kori,22,3,1,5,1
24015,24015,Manjunath Kori,44,1,1,5,1
24016,24016,Anil Kori,44,2,1,3,1
24017,24017,Geetha Biradar,62,1,1,3,2
24018,24018,Sunil Poojary,27,1,1,2,1
24019,24019,David Kamath,34,8,1,4,1
24020,24020,Girish Pai,41,4,2,4,1
24021,24021,Madhu Jadhav,29,1,1,4,1
24022,24022,Manasa Shetty,67,7,1,4,2
24023,24023,Vishnu Iyer,56,8,1,1,1
24024,24024,Gopal Desai B,22,1,4,5,1
24025,24025,Bhavya Shetty,68,4,1,2,2
24026,24026,Meena Ballal,64,10,1,2,2
24027,24027,Sunil Bhat,48,5,1,5,1
24028,24028,Raghavendra Poojary,19,3,1,3,1
24029,24029,Nagaraj Banakar,38,3,1,1,1
24030,24030,Sujatha Bhat,30,3,1,2,2
24031,24031,Naveen G,57,1,1,2,1
24032,24032,Meena Shetty D,41,9,1,5,2
24033,24033,Imran Nayak,31,4,2,2,1
24034,24034,Yogesh K,61,3,1,1,1
24035,24035,Prakash Swamy,57,1,1,1,1
24036,24036,Sandeep Hegde,56,7,1,5,1
24037,24037,Ramesh Kamath,23,7,1,5,1
24038,24038,Madhu Naik,59,3,1,2,1
24039,24039,Venkatesh Devaraj,55,6,2,3,1
24040,24040,Mohan Reddy,39,1,1,5,1
24041,24041,Ravi Pai,41,1,1,1,1
24042,24042,Manjunath S,66,9,1,5,1
24043,24043,Deepa Devaraj,34,8,3,2,2
24044,24044,Prasad Kulkarni H,41,6,1,4,1
24045,24045,Bharathi Kumar,40,5,1,3,2
24046,24046,Imran Patil,43,6,1,4,1
24047,24047,Abdul Swamy,49,6,1,1,1
24048,24048,Sunil Biradar,67,3,1,2,1
24049,24049,Rohit D,61,7,1,1,1
24050,24050,Karthik Murthy,57,6,1,5,1
24051,24051,Imran Reddy B,54,8,1,3,1
24052,24052,Yogesh Kori,27,6,1,2,1
24053,24053,Shwetha Bhat,41,5,1,5,2
24054,24054,Srinivas A,55,1,1,3,3
24055,24055,Rekha Murthy H,54,4,1,4,2
24056,24056,Netra Devaraj,51,3,2,1,2
24057,24057,Bhavya Hiremath,25,10,1,1,2
24058,24058,Manjunath Swamy,30,1,1,5,1
24059,24059,Darshan Hanumanthappa,52,8,1,3,1
24060,24060,Sushma Patil,31,5,1,5,2
24061,24061,Shivakumar Bhat,61,9,1,4,1
24062,24062,Geetha Desai H,24,1,1,4,2
24063,24063,Meena Hegde,38,7,1,3,2
24064,24064,Santosh Bhat,23,1,1,2,1
24065,24065,Sandeep Gowda H,33,6,1,4,1
24066,24066,Sunil Kumar P,46,8,1,5,1
24067,24067,Santosh H,31,5,1,1,1
24068,24068,Ayesha Ballal,37,7,1,5,2
24069,24069,Ramya G,68,9,1,1,2
24070,24070,Kiran Kamath,70,4,1,5,1
24071,24071,Venkatesh Murthy,18,8,1,5,1
24072,24072,Sunil Kamath,52,3,1,1,3
24073,24073,Sunitha Murthy,41,3,2,1,2
24074,24074,Deepa Setty,54,3,1,4,2
24075,24075,Sandeep Angadi,62,9,1,5,1
24076,24076,Santosh Gowda,55,3,2,3,1
24077,24077,Nagaraj Rao,30,1,1,5,1
24078,24078,Deepak K,63,9,1,5,1
24079,24079,Shwetha K,56,10,2,4,2
24080,24080,Ashok Kumar M,42,9,1,2,1
24081,24081,Mary Iyer,20,6,1,3,2
24082,24082,Darshan Pai,31,8,1,3,1
24083,24083,Bharathi N,36,2,1,4,2
24084,24084,Basavaraj R,61,2,2,2,1
24085,24085,Vinay Devaraj B,32,10,1,2,1
24086,24086,Ayesha P,45,6,2,3,2
24087,24087,Basavaraj Swamy,63,6,1,2,1
24088,24088,Prasad Patil,69,5,1,5,1
24089,24089,Roopa Iyer H,28,1,1,4,2
24090,24090,Sushma Acharya,39,9,1,2,2
24091,24091,Raghavendra Poojary S,45,5,1,5,1
24092,24092,Geetha Kori G,48,10,1,4,2
24093,24093,Pooja Prasad T,21,10,1,3,2
24094,24094,Santosh Biradar,55,6,2,4,1
24095,24095,Madhu Shetty,69,7,1,1,1
24096,24096,Yamuna Jadhav T,31,1,1,3,2
24097,24097,David Jadhav,31,8,1,2,1
24098,24098,Sushma Gowda,30,10,1,4,2
24099,24099,Mahesh Prasad,25,2,1,4,1
24100,24100,Deepak Nayak,69,10,3,1,1
24101,24101,Shankar Rao,25,10,1,4,1
24102,24102,Deepak Hiremath,54,4,1,5,1
24103,24103,Santosh Poojary,66,2,1,4,1
24104,24104,Srinivas Shetty,46,3,1,3,1
24105,24105,Umesh Iyer,69,3,1,3,1
24106,24106,Kiran Bhat,45,3,1,2,1
24107,24107,Sahana Prasad,42,5,2,4,2
24108,24108,Shwetha Swamy D,28,4,1,3,2
24109,24109,Ramya Kamath,69,3,1,3,2
24110,24110,Imran Reddy,39,10,1,5,1
24111,24111,Roopa Reddy,47,1,1,5,2
24112,24112,Mahesh Kamath,67,9,2,4,1
24113,24113,Ravi Pai,54,8,1,3,1
24114,24114,Lokesh L,55,9,1,3,1
24115,24115,Shwetha Devaraj,46,8,1,2,2
24116,24116,Yogesh Naik,46,5,1,1,1
24117,24117,Srinivas Naik,44,5,1,3,1
24118,24118,Prasad Hegde,39,9,3,3,1
24119,24119,Ramya Iyer,25,6,1,4,2
24120,24120,Vinay Kamath,19,8,1,4,1
24121,24121,Prakash Desai,18,10,1,2,1
24122,24122,Shwetha Nayak,27,5,1,5,2
24123,24123,Madhu N,49,6,1,4,1
24124,24124,Chandru Ballal,61,5,2,2,1
24125,24125,Raghavendra Patil,42,5,1,4,1
24126,24126,Bhavya Murthy,70,8,1,2,2
24127,24127,Vishnu Bhat,21,7,1,2,1
24128,24128,Geetha Setty,67,8,1,5,2
24129,24129,Rajesh K,31,8,3,1,1
24130,24130,Santosh P,49,6,1,3,1
24131,24131,Netra Naik,39,1,1,3,2
24132,24132,Sahana Hegde,63,6,1,5,2
24133,24133,Anil Acharya,27,8,1,1,1
24134,24134,Kiran Acharya,51,1,1,3,1
24135,24135,Padma Kamath,64,3,1,2,2
24136,24136,Anil Nayak,53,4,1,5,1
24137,24137,Sunitha Kamath,18,1,1,1,2
24138,24138,Vijay Hiremath,30,5,1,5,1
24139,24139,Sujatha Setty,58,9,1,2,2
24140,24140,Sahana Rao,38,6,1,4,2
24141,24141,Netra Desai,21,10,1,3,2
24142,24142,Pooja K,44,10,1,4,2
24143,24143,Nagaraj Swamy,44,7,1,1,1
24144,24144,Ramya L,69,4,1,3,2
24145,24145,Thomas Pai,53,2,1,4,1
24146,24146,Santosh Bhat,56,8,2,1,1
24147,24147,Lakshmi G,41,6,7,4,2
24148,24148,Sujatha Devaraj,32,4,2,5,2
24149,24149,Rajesh Kulkarni,34,8,1,1,1
24150,24150,Yogesh Jadhav M,30,10,1,1,1
24151,24151,Mohan Bhat,19,7,1,3,1
24152,24152,David Angadi,20,8,1,1,1
24153,24153,Rekha Devaraj,51,7,1,2,2
24154,24154,Syed Devaraj G,35,7,1,1,1
24155,24155,Kiran P,52,10,1,3,1
24156,24156,Harish Nayak,24,6,1,4,1
24157,24157,Ashok Desai,18,4,1,3,1
24158,24158,Ramesh Kumar,56,1,1,2,1
