VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
35145,28110,Mahesh P,19,1,0
35146,28111,Thomas Rao,79,1,0
35147,28111,Naveen M,76,1,0
35148,28111,Yamuna Reddy M,44,2,0
35149,28112,Prasad Poojary,41,1,0
35150,28112,Kiran A,56,1,0
35151,28113,Kavya Poojary,42,2,0
35152,28113,Shivakumar Kori,40,1,0
35153,28114,Basavaraj Prasad,34,1,0
35154,28115,Sowmya Hanumanthappa,23,2,0
35155,28116,Ayesha Kulkarni M,59,2,0
35156,28117,Ganesh Nayak,58,1,0
35157,28118,Padma Poojary,33,2,0
35158,28119,Harish Bhat,37,1,0
35159,28119,David Shetty H,42,1,0
35160,28120,Prakash Rao,32,1,0
35161,28121,Sujatha P,47,2,0
35162,28122,Pooja Patil,52,2,0
35163,28123,Roopa Setty,55,2,0
35164,28124,Sahana Iyer,22,2,0
35165,28125,Geetha R,44,2,0
35166,28126,Anitha Kamath,50,2,0
35167,28127,Rekha Hanumanthappa,50,2,0
35168,28128,Anil Iyer,31,1,0
35169,28129,Vishnu Reddy,49,1,0
35170,28130,Naveen Patil,79,1,0
35171,28130,Nandini Prasad,57,2,0
35172,28130,Chaitra Bhat,77,2,0
35173,28131,Santosh Gowda,67,1,0
35174,28132,Deepa Pai,51,2,0
35175,28133,Deepak Hegde,73,1,0
35176,28134,David P,36,1,0
35177,28134,Naveen R,36,1,0
35178,28135,Manjunath Gowda,46,1,0
35179,28136,Lakshmi Patil B,22,2,0
35180,28137,Ashok N,68,1,0
35181,28138,Rohit Gowda,71,1,0
35182,28138,Ayesha Bhat T,74,2,1
35183,28138,Raghavendra Kumar,48,1,0
35184,28139,Sowmya Banakar,72,2,0
35185,28139,Padma Hiremath,28,2,0
35186,28140,Venkatesh L,30,1,0
35187,28141,Bhavya Acharya,26,2,0
35188,28141,Sunitha Rao,37,2,0
35189,28141,Kavya L,57,2,0
35190,28142,Mahesh P,80,1,0
35191,28143,Chaitra Reddy,53,2,0
35192,28144,Yamuna Rao S,24,2,0
35193,28145,Vijay R,50,1,0
35194,28145,Rohit Ballal,78,1,0
35195,28145,Suresh Nayak R,45,1,0
35196,28146,Geetha Angadi,18,2,0
35197,28146,Imran Hiremath A,19,1,0
35198,28147,Bhavya Kamath M,21,2,0
35199,28148,Sandeep Banakar,68,1,0
35200,28149,Deepa G,37,2,0
35201,28150,Sunitha Rao,66,2,0
35202,28151,Bharathi Biradar,42,2,0
35203,28152,Rajesh Rao,38,1,0
35204,28153,Sushma Reddy,53,2,0
35205,28154,Nandini Bhat,27,2,0
35206,28155,Grace S,51,2,0
35207,28156,Uma Kumar,51,2,0
35208,28157,Shankar Banakar,74,1,0
35209,28158,Yogesh Swamy,38,1,0
35210,28159,Rekha V,39,2,0
35211,28159,Roopa Reddy,68,2,0
35212,28160,Abdul Kumar,66,1,0
35213,28160,Grace D,32,2,0
35214,28161,Ashwini B,34,2,0
35215,28162,Anil M,49,1,0
35216,28163,Bharathi Poojary A,52,2,0
35217,28163,Yogesh Jadhav,78,1,0
35218,28164,Ravi Hanumanthappa,60,1,1
35219,28165,Mahesh V,61,1,0
35220,28166,Vinay Naik,30,1,0
35221,28167,Prakash Rao,67,1,0
35222,28167,Sowmya Hegde,75,2,0
35223,28168,Shwetha Murthy,51,2,0
35224,28168,Geetha Iyer,65,2,0
35225,28168,Uma Jadhav,70,2,0
35226,28169,Venkatesh Patil,39,1,0
35227,28170,Vishnu Bhat,69,1,0
35228,28171,Divya Murthy,74,2,0
35229,28172,Vijay Hiremath,80,1,0
35230,28172,Deepa D,67,2,0
35231,28173,Uma L,48,2,0
35232,28174,Ramya Murthy,56,2,0
35233,28175,Sushma Poojary,56,2,0
35234,28175,Darshan Murthy,20,1,0
35235,28176,Sahana Prasad,28,2,0
35236,28177,Mary Kumar,34,2,0
35237,28178,Fathima Kamath,38,2,0
35238,28179,Kiran Pai,46,1,0
35239,28180,Sunitha Rao,24,2,0
35240,28181,Anitha Iyer,68,2,0
35241,28182,Thomas Patil,64,1,0
35242,28183,Deepak H,37,1,0
35243,28184,Ayesha Nayak,29,2,0
35244,28185,Rajesh Hanumanthappa,16,1,0
35245,28186,Girish Desai,34,1,0
35246,28187,Chaitra Naik,28,2,0
35247,28188,Ramesh A,71,1,0
35248,28188,Sunitha S,71,2,0
35249,28189,Sushma D,57,2,0
35250,28190,Madhu Hegde,18,1,0
35251,28191,Sunil Iyer,63,1,0
35252,28192,Arun Desai,71,1,0
35253,28193,Deepak Biradar,26,1,0
35254,28194,Mary Setty P,75,2,0
35255,28194,Prasad Iyer,32,1,0
35256,28194,Shwetha Bhat,19,2,0
35257,28195,Ashwini Hegde K,33,2,0
35258,28196,Fathima Pai,21,2,0
35259,28197,Arun Kori R,67,1,0
35260,28198,Mahesh G,29,1,0
35261,28199,Meena D,38,2,0
35262,28200,Padma Naik,55,2,0
35263,28201,Deepa Murthy,80,2,0
35264,28201,Padma Kulkarni,24,2,0
35265,28202,Vijay Bhat,78,1,0
35266,28203,Vijay Desai,27,1,0
35267,28204,Roopa Kori,36,2,0
35268,28205,Rohit R,79,1,0
35269,28206,Ashwini Devaraj,46,2,0
35270,28207,Sowmya Reddy,42,2,0
35271,28208,Syed Poojary,36,1,0
35272,28208,Nandini H,41,2,0
35273,28209,Abdul Desai D,59,1,0
35274,28210,Ayesha Kamath,50,2,0
35275,28211,Sowmya Biradar,79,2,0
35276,28212,Prakash Patil,33,1,0
35277,28212,Madhu Shetty,42,1,0
35278,28213,Roopa Kumar,25,2,0
35279,28214,Kavya Devaraj,53,2,0
35280,28214,Ashok Nayak,67,1,0
35281,28215,Arun Iyer,37,1,0
35282,28216,Sunil Hanumanthappa A,50,1,0
35283,28217,Raghavendra Setty,24,1,0
35284,28218,Meena Murthy,26,2,0
35285,28219,Rekha Angadi,24,2,0
35286,28219,Girish Gowda,72,1,0
35287,28219,Sunil Pai,69,1,0
35288,28220,Pooja Prasad,52,2,0
35289,28221,Ashwini Hiremath,53,2,0
35290,28222,Meena Hiremath,27,2,0
35291,28223,Santosh Kori,21,1,0
35292,28224,Santosh Hiremath,61,1,0
35293,28224,Vishnu V,44,1,0
35294,28225,Rekha Banakar,53,2,0
35295,28226,Rohit Angadi,53,1,0
35296,28227,Shwetha Reddy,76,2,0
35297,28228,Rohit K,38,1,0
35298,28229,Rohit Rao,30,1,0
35299,28229,Nagaraj Prasad,38,1,0
35300,28230,Meena Ballal,37,2,0
35301,28230,Meena B,37,2,0
35302,28231,Imran Reddy,51,1,0
35303,28232,Deepa Naik,50,2,0
35304,28232,Manjunath Bhat,40,1,0
35305,28233,Madhu Angadi,56,1,0
35306,28234,Deepa Kori,29,2,0
35307,28235,Sowmya Poojary,25,2,0
35308,28235,Lokesh Nayak,20,1,0
35309,28235,Chaitra Shetty,59,2,0
35310,28236,Padma H,70,2,0
35311,28236,Yamuna Devaraj,63,2,0
35312,28237,Sahana Jadhav M,36,2,0
35313,28238,Sunitha Kamath,45,2,0
35314,28238,Vishnu M,53,3,0
35315,28239,Basavaraj Gowda,75,1,0
35316,28240,Ramya Hiremath,48,2,0
35317,28241,Mary V,39,2,0
35318,28242,Deepak Pai,44,1,0
35319,28243,Kiran Angadi,58,1,0
35320,28244,Shankar S,42,1,0
35321,28245,Yamuna Banakar,34,2,0
35322,28246,Divya Devaraj,74,2,1
35323,28247,Geetha Devaraj,28,2,0
35324,28247,Kavya Hiremath,17,2,0
35325,28248,Lakshmi Angadi,66,2,0
35326,28248,Umesh Murthy,39,1,0
35327,28248,Chaitra Pai,72,2,0
35328,28249,Prasad Devaraj,24,1,0
35329,28250,Shwetha Jadhav R,68,2,0
35330,28250,Bhavya P,73,2,0
35331,28251,David Pai,18,1,0
35332,28252,Shankar M,21,1,0
35333,28253,Rekha Patil,53,2,0
35334,28254,Vidya K,67,2,0
35335,28255,Raghavendra Kamath,18,1,0
35336,28256,Nandini Biradar,57,2,0
35337,28257,Srinivas Desai,44,1,0
35338,28258,Rohit Devaraj,67,1,0
35339,28259,Pooja Prasad,57,2,0
35340,28259,Divya L,42,2,0
35341,28259,Nandini Hegde,20,2,0
35342,28260,David Poojary,68,1,0
35343,28261,Syed Ballal,45,1,0
35344,28262,Shwetha Setty,43,2,0
35345,28263,Mary Kamath,42,2,0
35346,28264,Vidya Kumar,29,2,0
35347,28265,Shivakumar Devaraj,18,1,0
35348,28266,Mohan Angadi,19,1,0
35349,28267,Vidya Jadhav,45,2,0
35350,28268,Santosh Patil G,42,1,0
35351,28269,Bhavya Devaraj,54,2,0
35352,28270,Pooja V,47,2,0
35353,28271,Sandeep A,64,1,0
35354,28272,Syed Gowda P,80,1,0
35355,28273,Madhu Angadi,36,1,0
35356,28273,Manasa Murthy,52,2,0
35357,28274,Naveen Ballal,38,3,0
35358,28275,Shwetha Reddy T,19,2,0
35359,28276,Vishnu Patil,45,1,0
35360,28277,Imran Pai M,48,1,0
35361,28277,Mary Kulkarni,33,2,0
35362,28278,Bhavya Murthy A,23,2,0
35363,28278,Mary P,32,2,0
35364,28279,Mahesh Gowda,57,1,0
35365,28280,Sushma Hiremath,27,2,0
35366,28281,David Kulkarni,31,1,0
35367,28282,Chandru N,64,1,0
35368,28283,Prasad Patil,66,1,0
35369,28284,Naveen Naik,73,1,0
35370,28284,Deepa Nayak,30,2,0
35371,28285,Prakash Angadi,24,1,0
35372,28286,Ashwini G,49,2,0
35373,28287,Yogesh T,33,1,0
35374,28288,Vishnu Reddy,17,1,0
35375,28289,Ashwini Rao,25,2,0
35376,28290,Sunitha Nayak,20,2,0
35377,28291,Ashwini B,71,2,0
35378,28292,Sahana Prasad,42,2,0
35379,28293,Vinay Setty,69,1,0
35380,28294,Netra Acharya,17,2,0
35381,28294,Vidya A,27,2,0
35382,28295,Bhavya Kori A,58,2,0
35383,28295,Kiran Pai M,61,1,0
35384,28296,Anil Rao,27,1,0
35385,28297,Santosh Kamath,39,1,0
35386,28298,Sujatha Biradar N,50,2,0
35387,28299,Srinivas Swamy,71,1,0
35388,28300,Netra Nayak,63,2,0
35389,28301,Sunil Reddy R,32,1,0
35390,28302,Gopal Naik,79,1,0
35391,28303,Anil H,54,1,0
35392,28304,Kavya K,47,2,0
35393,28304,Kiran Kumar,72,1,0
35394,28304,Karthik Kumar,34,1,0
35395,28305,Harish Rao,80,1,0
35396,28306,Mahesh Swamy,71,1,0
35397,28307,Girish Shetty,37,1,0
35398,28308,Vinay Reddy S,59,1,0
35399,28309,Prasad Ballal G,48,1,0
35400,28310,Bharathi Reddy,74,2,0
35401,28311,Chandru Biradar,51,1,0
35402,28311,Lokesh Poojary L,51,1,0
35403,28312,Prasad Murthy,29,1,0
35404,28313,Girish G,77,1,0
35405,28314,Raghavendra K,41,1,0
35406,28315,Ayesha Patil,56,2,0
35407,28316,Sujatha Iyer,72,2,0
35408,28317,Basavaraj Angadi,18,1,0
35409,28318,Mary Murthy,46,2,0
35410,28319,Bharathi Prasad,73,2,0
35411,28320,Meena Iyer,39,2,0
35412,28321,Sushma Kumar,20,2,0
35413,28322,Vishnu S,40,1,0
35414,28322,Padma Iyer,70,2,0
35415,28323,Chandru Acharya,67,1,0
35416,28323,Ramesh Patil,56,1,0
35417,28324,Manjunath Naik V,23,1,0
35418,28325,Uma Angadi,57,2,0
35419,28325,Grace Prasad,66,2,0
35420,28326,Ramya Murthy,44,2,0
35421,28327,Kiran Rao,64,1,0
35422,28328,Prasad Hegde,37,1,0
35423,28329,Vidya Nayak,27,2,0
35424,28330,Chaitra Devaraj,53,2,0
35425,28331,Deepak Prasad,71,1,0
35426,28332,Harish Prasad,25,1,0
35427,28333,Sunil Desai,29,1,0
35428,28334,Sujatha Pai,45,2,0
35429,28335,Deepa Kumar,24,2,0
35430,28336,Divya Ballal,21,2,0
35431,28337,Manasa Pai,48,2,0
35432,28338,Deepak Patil,55,1,0
35433,28339,Vijay Jadhav,71,1,0
35434,28339,Rekha G,54,2,0
35435,28340,Ashwini Rao,28,2,0
35436,28341,Praveen Kumar,17,1,0
35437,28342,Mary Acharya,64,2,0
35438,28343,Rekha Patil,51,2,0
35439,28344,David B,54,1,0
35440,28345,Vinay H,39,1,0
35441,28346,Praveen Setty,54,1,0
35442,28347,Ashwini Rao,40,2,0
35443,28348,Sushma Hanumanthappa L,50,2,0
35444,28349,Srinivas Rao,68,1,0
35445,28350,Ramya Murthy M,51,2,0
35446,28351,Sunil Swamy,59,1,0
35447,28352,Arun Angadi,69,1,0
35448,28353,Vishnu K,64,1,0
35449,28354,Sowmya Hegde,33,2,0
35450,28355,Yogesh Acharya,38,1,0
35451,28355,Umesh Kori,63,1,0
35452,28356,Umesh H,67,1,0
35453,28356,Mohan Shetty,17,1,0
35454,28357,Nagaraj Swamy B,47,1,0
35455,28358,Santosh Biradar,75,1,0
35456,28359,Vidya Kamath,55,2,0
35457,28359,Chaitra Banakar,54,2,0
35458,28360,Arun Rao,51,1,0
35459,28361,Raghavendra Desai,18,1,0
35460,28362,Karthik Desai,39,1,0
35461,28363,Naveen Bhat,54,1,0
35462,28364,Darshan Desai,49,1,0
35463,28365,Bharathi Biradar,27,2,0
35464,28366,Yamuna Ballal,41,2,0
35465,28367,Bharathi Pai,35,2,0
35466,28367,Netra Patil N,52,2,0
35467,28368,Rajesh Devaraj,30,1,0
35468,28369,Vishnu Patil,54,1,0
35469,28370,Meena Kumar,28,2,0
35470,28371,Deepa Kulkarni,50,2,0
35471,28371,Rohit Pai,41,1,0
35472,28372,Ayesha Bhat D,43,2,0
35473,28373,Ramya Pai,74,2,0
35474,28374,Meena Naik,35,2,0
35475,28375,Anil Swamy,40,1,0
35476,28376,Shankar Biradar,56,1,0
35477,28377,Prasad Devaraj,71,1,0
35478,28378,Shivakumar Patil,16,1,0
35479,28379,Roopa Nayak,38,2,0
35480,28379,Darshan Devaraj,69,1,0
35481,28379,Shivakumar V,76,1,0
35482,28380,Manjunath Patil,36,1,0
35483,28381,Bharathi Kulkarni,17,2,0
35484,28382,Geetha P,16,2,0
35485,28383,Rekha Hegde,47,2,0
35486,28384,Arun Iyer,79,1,0
35487,28385,Abdul Kori,79,1,0
35488,28385,Thomas N,22,1,0
35489,28386,Fathima Jadhav,43,2,0
35490,28387,Chaitra Setty,70,2,0
35491,28388,Manjunath Setty,62,1,0
35492,28389,Basavaraj Kumar,22,1,0
35493,28389,Deepa L,73,2,0
35494,28390,Deepa Patil,70,2,0
35495,28391,Padma Rao,54,2,0
35496,28392,Ashwini Reddy,42,2,0
35497,28393,Harish Devaraj,40,1,0
35498,28394,Sujatha Kori,41,2,0
35499,28395,Padma Patil,30,2,0
35500,28396,Roopa Jadhav,42,2,0
35501,28397,Naveen Ballal,29,1,0
35502,28398,Venkatesh Bhat,72,1,0
35503,28399,Suresh Kori,50,1,0
35504,28400,Sandeep Naik,31,1,0
35505,28401,Ayesha Hegde D,32,2,0
35506,28402,Chaitra Kori,62,2,0
35507,28403,Grace Swamy,80,2,0
35508,28404,Arun Banakar,49,1,0
35509,28404,Ganesh Hanumanthappa,31,1,0
35510,28404,Divya Shetty,73,2,0
35511,28405,Kiran R,70,1,0
35512,28406,Padma P,80,2,0
35513,28407,Shivakumar L,79,1,0
35514,28408,Sunil Shetty S,76,1,0
35515,28409,Darshan Iyer,27,1,0
35516,28410,Madhu Rao,37,1,0
35517,28411,Divya Hiremath,69,2,0
35518,28412,Manasa Naik,35,2,0
35519,28413,Pooja Nayak,71,2,0
35520,28414,Vijay Biradar,37,1,0
35521,28415,Kiran Gowda,52,1,0
35522,28416,Naveen Setty,45,1,0
35523,28417,Mahesh S,67,1,0
35524,28418,Rajesh Prasad,54,1,0
35525,28419,Ramesh K,71,1,0
35526,28420,Praveen Patil,30,1,0
35527,28421,Ashwini Hegde,67,2,0
35528,28422,Raghavendra Swamy,62,1,0
35529,28423,Mahesh Poojary,22,1,0
35530,28423,Vishnu Bhat,28,1,0
35531,28424,Sowmya Jadhav T,78,2,0
35532,28425,Deepa Kumar,51,2,0
35533,28426,Ashwini Swamy,35,2,0
35534,28427,Gopal M,43,1,0
35535,28427,Imran Desai,34,1,0
35536,28428,Vidya Swamy,53,2,0
35537,28429,Ashok Hegde,26,1,0
35538,28430,Sahana Kumar,29,2,0
35539,28431,Girish T,69,1,0
35540,28432,Harish Naik N,36,1,0
35541,28433,Manjunath A,72,1,0
35542,28434,Ganesh Reddy L,65,1,0
35543,28435,Venkatesh Kori,49,1,0
35544,28435,Imran Ballal R,74,1,0
35545,28436,Ramya K,62,2,0
35546,28437,Nandini Setty,36,2,0
35547,28438,Madhu Setty,24,1,0
35548,28439,Sunil Pai,18,1,0
35549,28439,Ramesh Prasad,65,1,0
35550,28440,Ashwini M,50,2,0
35551,28440,Grace Banakar,40,2,0
35552,28440,Manjunath Ballal,37,1,0
35553,28441,Vidya Hegde,71,2,0
35554,28442,Padma Nayak,37,2,0
35555,28443,Sushma Rao,66,2,0
35556,28444,Lakshmi Kamath,76,2,0
35557,28445,Uma Prasad,39,2,0
35558,28446,Madhu Kulkarni,31,1,0
35559,28447,Ayesha Bhat,74,2,0
35560,28448,Sandeep Bhat L,70,1,0
35561,28449,Rekha Rao,57,2,0
35562,28449,Srinivas Swamy P,39,1,0
35563,28449,Vishnu Reddy,30,1,0
35564,28450,Prasad Poojary,67,1,0
35565,28450,Meena Desai,48,2,0
35566,28451,Nagaraj Iyer,75,1,0
35567,28452,Prakash Patil B,36,1,0
35568,28453,Ashok Prasad,80,1,0
35569,28454,Netra Reddy,47,2,0
35570,28455,Bharathi Gowda,59,2,0
35571,28456,Rohit Prasad,70,1,0
35572,28457,Grace Nayak,24,2,0
35573,28458,Deepa Murthy V,26,2,0
35574,28459,Venkatesh Murthy L,34,1,0
35575,28460,Sunil Setty,50,1,0
35576,28461,Karthik L,66,1,0
35577,28462,Imran Reddy,80,1,0
35578,28462,Manjunath Poojary,66,1,0
35579,28462,Divya Kumar,71,2,0
35580,28463,Kavya Hegde B,46,2,0
35581,28463,David Kamath,60,1,0
35582,28464,Yamuna Poojary,52,2,0
35583,28465,Mary Ballal,25,2,0
35584,28466,Bharathi Gowda,38,2,0
35585,28467,Ashok A,48,1,0
35586,28468,Divya Acharya,33,2,0
35587,28469,Sunitha Setty,38,2,0
35588,28470,Deepa Bhat,29,2,0
35589,28471,Shankar Nayak,65,1,0
35590,28472,Netra Swamy,35,2,0
35591,28473,Rohit Kamath,43,1,0
35592,28474,Shankar Hanumanthappa,27,1,0
35593,28475,David Reddy,24,1,0
35594,28476,Naveen N,41,1,0
35595,28477,Abdul S,33,1,0
35596,28478,Kavya Hiremath,22,2,0
35597,28479,Sujatha Swamy,73,2,0
35598,28480,Kavya S,41,2,0
35599,28481,Shivakumar Naik,41,1,0
35600,28482,Mary Kori,54,2,0
35601,28483,Vinay Pai,52,1,0
35602,28484,Ramesh Hegde,21,1,0
35603,28485,Imran V,19,1,0
35604,28486,Padma Kamath D,47,2,0
35605,28487,Ganesh Desai,24,1,0
35606,28488,Sunitha Murthy,58,2,0
35607,28488,Manasa Shetty,50,2,0
35608,28489,Ravi Swamy,21,1,0
35609,28490,Shwetha Devaraj V,52,2,0
35610,28491,Sushma Kamath,63,2,0
35611,28492,Pooja A,47,2,0
35612,28492,Kiran Naik,37,1,0
35613,28493,Sandeep M,39,1,0
35614,28493,Netra Kamath,38,2,0
35615,28494,Venkatesh Biradar,37,1,0
35616,28494,Ravi Devaraj L,35,1,0
35617,28495,Kavya Banakar B,73,2,0
35618,28495,Kavya R,18,2,0
35619,28496,Lakshmi H,19,2,0
35620,28497,Meena Poojary,34,2,0
35621,28497,Grace Desai,30,2,0
35622,28498,Pooja Ballal S,76,2,0
35623,28499,Karthik Murthy,26,1,0
35624,28500,Deepak Angadi,69,1,0
35625,28501,Srinivas Poojary,58,3,0
35626,28502,Rajesh Hiremath,77,1,0
35627,28503,Bhavya Pai,76,2,0
35628,28504,Anil Angadi,64,1,0
35629,28505,Lakshmi Kamath,38,2,0
35630,28505,Rekha Devaraj,34,2,0
35631,28505,Raghavendra Iyer,32,1,0
35632,28506,Prakash Angadi,43,1,0
35633,28507,Basavaraj G,28,1,0
35634,28508,Shivakumar Patil,28,1,0
35635,28509,Rohit M,26,1,0
35636,28510,Ravi Reddy,41,1,0
35637,28510,Vidya Shetty,40,2,0
35638,28511,Sandeep Iyer,46,1,0
35639,28512,Lakshmi Kulkarni,18,2,0
35640,28513,Ashwini Acharya,72,2,0
35641,28513,Harish H,25,1,0
35642,28513,Nandini Devaraj,67,2,0
35643,28514,David N,69,1,0
35644,28515,Uma Kumar,21,2,0
35645,28516,Praveen D,78,1,0
35646,28517,Girish Pai,18,1,0
35647,28518,Nandini Murthy,39,2,0
35648,28519,Ramya Kori,31,2,0
35649,28519,Madhu Poojary,67,1,0
35650,28520,Ramesh Gowda,72,1,0
35651,28520,Abdul Murthy,37,1,0
35652,28521,Sunil Hanumanthappa,35,1,0
35653,28522,Sunitha Desai,58,2,0
35654,28523,Vidya Rao,41,2,0
35655,28524,Lakshmi Nayak,29,2,0
35656,28524,Divya Kori,20,2,0
35657,28525,Raghavendra Devaraj,74,1,0
35658,28526,Santosh Pai,55,3,0
35659,28527,Ramya H,49,2,0
35660,28528,Rohit Setty A,75,1,0
35661,28528,Ganesh Desai,71,1,0
35662,28529,Padma Shetty,67,2,0
35663,28530,Sujatha Prasad,39,2,0
35664,28531,Roopa Acharya,31,2,0
35665,28532,Vidya Desai,26,2,0
35666,28532,Rekha Nayak,32,2,0
35667,28533,Bhavya Iyer,65,2,0
35668,28534,Grace Angadi,69,2,0
35669,28535,Ramya R,29,2,0
35670,28536,Sandeep Ballal,73,1,0
35671,28537,Venkatesh Pai,60,1,0
35672,28538,Nandini Banakar,51,2,0
35673,28539,Raghavendra Iyer,17,1,0
35674,28540,Deepak D,72,1,0
35675,28541,Manjunath Pai,32,1,0
35676,28542,Suresh Patil,77,1,0
35677,28543,Yamuna Hiremath,21,2,0
35678,28544,Praveen Angadi,50,1,0
35679,28544,Santosh Bhat T,49,1,0
35680,28544,Suresh Swamy,75,1,0
35681,28545,Madhu Iyer,21,1,0
35682,28545,Prakash A,39,1,0
35683,28546,Meena Shetty,33,2,0
35684,28547,Mahesh Rao,79,1,0
35685,28547,Rajesh Setty,20,1,0
35686,28547,Basavaraj Kulkarni,24,1,0
35687,28548,Rajesh Shetty,50,1,0
35688,28549,Mohan V,57,1,0
35689,28550,Padma Poojary,80,2,0
35690,28551,Bharathi Biradar,44,2,0
35691,28552,Ashok Jadhav,36,1,0
35692,28553,Nandini Iyer,38,2,0
35693,28554,Thomas N,75,1,0
35694,28555,Arun L,74,1,0
35695,28556,Santosh Hiremath,45,1,0
35696,28557,Thomas T,48,1,0
35697,28558,Kiran K,69,1,0
35698,28558,Anil Reddy,44,1,0
35699,28559,Srinivas Hegde,59,1,0
35700,28559,Ashwini Hiremath,71,2,0
35701,28559,Shwetha Setty,77,2,0
35702,28560,Syed Kumar,48,1,0
35703,28561,Chaitra Pai,23,2,0
35704,28562,Shwetha Biradar,29,2,0
35705,28563,Imran Nayak,36,1,0
35706,28564,Meena Patil B,68,2,0
35707,28565,Sujatha K,57,2,0
35708,28566,Geetha Rao P,36,2,0
35709,28567,Chaitra Desai,76,2,0
35710,28567,Nandini V,41,2,0
35711,28568,Shwetha Kori,64,2,0
35712,28569,Lakshmi Hegde,16,2,0
35713,28570,Chaitra Hanumanthappa,44,2,0
35714,28571,Naveen Swamy,76,1,0
35715,28572,Shivakumar Hiremath,63,1,0
35716,28573,Rekha P,45,2,0
35717,28574,Deepa Bhat,64,2,0
35718,28575,Chaitra Rao,69,2,0
35719,28576,Chaitra Rao,73,2,0
35720,28577,Sunitha Reddy,38,2,0
35721,28578,Basavaraj Pai,31,1,0
35722,28579,Nandini Prasad,29,2,0
35723,28579,Arun Hegde,39,1,0
35724,28580,Lakshmi B,44,2,0
35725,28581,Srinivas Hiremath K,44,1,0
35726,28582,Manasa B,49,2,0
35727,28583,Syed P,40,1,0
35728,28583,Chandru Angadi,77,1,0
35729,28584,Raghavendra H,33,1,0
35730,28585,Ramya Desai H,66,2,0
35731,28586,Vijay P,29,1,0
35732,28587,Abdul Hanumanthappa G,22,1,0
35733,28588,Fathima Reddy,51,2,0
35734,28589,Karthik Kulkarni D,43,1,0
35735,28589,Mahesh N,33,1,0
35736,28589,Ramya Kamath,61,2,0
35737,28590,Sunil Hiremath,29,1,0
35738,28590,Deepa Reddy,35,2,0
35739,28591,Venkatesh Hanumanthappa,25,1,0
35740,28592,David K,20,1,0
35741,28592,Nandini Shetty,77,2,0
35742,28593,Gopal R,59,1,0
35743,28594,Lakshmi Shetty,59,2,0
35744,28595,Raghavendra Ballal,20,1,0
35745,28596,Sahana Ballal,43,2,0
35746,28597,Bharathi Kumar,57,2,0
35747,28598,Kavya Hegde,34,2,0
35748,28599,Geetha Reddy,29,2,0
35749,28600,Yogesh Swamy,68,1,0
35750,28601,Imran Hiremath,79,1,0
35751,28602,Chandru Devaraj,50,1,0
35752,28603,Shivakumar Swamy,47,1,0
35753,28604,Sujatha L,17,2,0
35754,28605,Shivakumar Murthy,26,1,0
35755,28606,Roopa Bhat,50,2,0
35756,28607,Imran Biradar,33,1,0
35757,28608,Kiran Kulkarni,69,1,0
35758,28609,Pooja Swamy,63,2,0
35759,28610,Meena Jadhav K,64,2,0
35760,28611,Geetha Ballal,73,2,0
35761,28612,Karthik N,37,1,0
35762,28612,Madhu Nayak,39,1,0
35763,28613,Roopa Banakar,22,2,1
35764,28614,Nagaraj Hegde,50,1,0
35765,28615,Sahana Prasad R,38,2,0
35766,28615,Rajesh Prasad D,52,1,0
35767,28616,Ramya Biradar,44,2,0
35768,28616,Nandini Kamath,45,2,0
35769,28617,Vishnu Jadhav,46,1,0
35770,28618,Lokesh Swamy,75,1,0
35771,28619,Thomas Gowda B,25,1,0
35772,28619,Naveen Hegde,40,1,0
35773,28619,Ashok Kumar,53,1,0
35774,28620,Sushma Shetty,32,2,0
35775,28621,Umesh Acharya,37,1,0
35776,28622,Imran Hegde G,46,1,0
35777,28623,Syed Devaraj,63,1,0
35778,28624,Suresh Iyer D,50,1,0
35779,28625,Syed Setty,39,1,0
35780,28626,Suresh T,51,1,0
35781,28627,Shivakumar Bhat,19,1,0
35782,28628,Ravi Banakar,62,1,0
35783,28629,Divya Hegde,77,2,0
35784,28630,Netra Hanumanthappa,37,2,0
35785,28631,Pooja Rao,33,2,0
35786,28632,Lakshmi R,71,2,0
35787,28633,Ramesh Nayak L,17,1,0
35788,28634,Geetha Banakar,46,2,0
35789,28635,Venkatesh Biradar,62,1,0
35790,28635,Suresh M,62,1,0
35791,28636,Sunitha Gowda,67,2,0
35792,28637,Mohan Biradar,64,1,0
35793,28637,Anitha Setty,62,2,0
35794,28638,Rohit Devaraj,33,1,0
35795,28639,Geetha Kamath,75,2,0
35796,28640,Ashwini Bhat,59,2,0
35797,28640,Divya N,23,2,0
35798,28641,Lakshmi Hanumanthappa,49,2,0
35799,28642,Suresh Devaraj,79,1,0
35800,28643,Ashok Acharya,41,1,0
35801,28643,Divya R,42,2,0
35802,28644,Gopal Swamy M,47,1,0
35803,28644,Sowmya Banakar,69,2,0
35804,28645,Praveen Banakar,45,1,0
35805,28646,Netra Devaraj,22,2,0
35806,28647,Ashok Setty,48,1,0
35807,28648,Shwetha Bhat,31,2,0
35808,28649,Kiran S,48,1,0
35809,28650,Rajesh Iyer,80,1,0
35810,28651,Sunitha Biradar,37,2,0
35811,28651,Abdul Acharya,30,1,0
35812,28652,Manasa Acharya,25,2,0
35813,28653,Vijay B,69,1,0
35814,28654,Arun Banakar,19,1,0
35815,28655,Harish Naik,50,1,0
35816,28656,Umesh Desai,33,1,0
